systemOperation;ID;invariantType;classification;GPT_verdict;result;confidence;promptTokens;completionTokens;totalTokens;maxNumberOfOperations;GPT_Model
Marvel_getComicById;212;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;726;184;910;10000;GPT-3.5
Marvel_getComicById;213;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.95;820;198;1018;10000;GPT-3.5
Marvel_getComicById;214;daikon.inv.binary.twoScalar.IntGreaterThan;TP;FP;FN;0.9;797;223;1020;10000;GPT-3.5
Marvel_getComicById;215;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;760;296;1056;10000;GPT-3.5
Marvel_getComicById;216;daikon.inv.binary.twoString.StdString$SubString;TP;TP;TP;0.9;808;172;980;10000;GPT-3.5
Marvel_getComicById;217;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.95;1047;234;1281;10000;GPT-3.5
Marvel_getComicById;218;daikon.inv.unary.scalar.LowerBound;FP;TP;FP;0.9;789;265;1054;10000;GPT-3.5
Marvel_getComicById;219;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.9;803;250;1053;1000;GPT-3.5
Marvel_getComicById;220;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.9;760;272;1032;10000;GPT-3.5
Marvel_getComicById;221;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;864;229;1093;10000;GPT-3.5
Marvel_getComicById;222;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;1071;221;1292;10000;GPT-3.5
Marvel_getComicById;223;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;872;231;1103;10000;GPT-3.5
Marvel_getComicById;224;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;794;320;1114;100;GPT-3.5
Marvel_getComicById;225;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;779;233;1012;100;GPT-3.5
Marvel_getComicById;226;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;807;235;1042;100;GPT-3.5
Marvel_getComicById;227;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;798;214;1012;100;GPT-3.5
Marvel_getComicById;228;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.95;866;317;1183;10000;GPT-3.5
Marvel_getComicById;229;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;881;284;1165;1000;GPT-3.5
Marvel_getComicById;230;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;804;228;1032;100;GPT-3.5
Marvel_getComicById;231;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;877;211;1088;1000;GPT-3.5
Marvel_getComicById;232;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1041;289;1330;10000;GPT-3.5
Marvel_getComicById;233;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1062;209;1271;1000;GPT-3.5
Marvel_getComicById;234;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;1011;283;1294;10000;GPT-3.5
Marvel_getComicById;235;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;805;223;1028;100;GPT-3.5
Marvel_getComicById;236;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.95;989;250;1239;1000;GPT-3.5
Marvel_getComicById;237;daikon.inv.binary.twoScalar.IntLessEqual;FP;FP;TN;0.9;837;264;1101;1000;GPT-3.5
Marvel_getComicById;238;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;852;226;1078;100;GPT-3.5
Marvel_getComicById;239;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;864;254;1118;1000;GPT-3.5
Marvel_getComicById;240;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;826;305;1131;100;GPT-3.5
Marvel_getComicById;241;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;834;203;1037;100;GPT-3.5
Marvel_getComicById;242;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;846;243;1089;1000;GPT-3.5
Marvel_getComicById;243;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;832;219;1051;100;GPT-3.5
Marvel_getComicById;244;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;844;271;1115;1000;GPT-3.5
Marvel_getComicById;245;daikon.inv.binary.twoScalar.IntLessThan;FP;TP;FP;0.9;826;218;1044;100;GPT-3.5
Marvel_getComicById;246;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;828;218;1046;100;GPT-3.5
Marvel_getComicById;247;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;819;213;1032;100;GPT-3.5
Marvel_getComicById;248;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;849;235;1084;100;GPT-3.5
Marvel_getComicById;249;daikon.inv.binary.twoScalar.IntLessThan;FP;TP;FP;0.9;851;239;1090;100;GPT-3.5
Marvel_getComicById;250;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;833;253;1086;1000;GPT-3.5
Marvel_getComicById;251;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;834;245;1079;100;GPT-3.5
Marvel_getComicById;252;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1107;298;1405;1000;GPT-3.5
Marvel_getComicById;253;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;833;201;1034;1000;GPT-3.5
Marvel_getComicById;254;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;862;269;1131;500;GPT-3.5
Marvel_getComicById;255;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;861;242;1103;1000;GPT-3.5
Marvel_getComicById;256;daikon.inv.unary.string.FixedLengthString;FP;TP;FP;0.9;865;239;1104;500;GPT-3.5
Marvel_getComicById;257;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.9;861;269;1130;10000;GPT-3.5
Marvel_getComicById;258;daikon.inv.unary.string.FixedLengthString;TP;TP;TP;0.9;796;193;989;10000;GPT-3.5
Marvel_getComicById;259;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.9;1090;191;1281;10000;GPT-3.5
Marvel_getComicById;260;daikon.inv.unary.sequence.EltNonZero;TP;TP;TP;0.9;770;262;1032;10000;GPT-3.5
Marvel_getComicById;261;daikon.inv.unary.scalar.LowerBound;FP;TP;FP;1.0;793;274;1067;500;GPT-3.5
Marvel_getComicById;262;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;870;274;1144;10000;GPT-3.5
Marvel_getComicById;263;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;878;247;1125;10000;GPT-3.5
Marvel_getComicById;264;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;857;233;1090;10000;GPT-3.5
Marvel_getComicById;265;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;1065;268;1333;500;GPT-3.5
Marvel_getComicById;266;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;914;268;1182;1000;GPT-3.5
Marvel_getComicById;267;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1006;256;1262;10000;GPT-3.5
Marvel_getComicById;268;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;938;250;1188;1000;GPT-3.5
Marvel_getComicById;269;daikon.inv.binary.twoScalar.IntGreaterEqual;TP;TP;TP;0.9;878;252;1130;10000;GPT-3.5
Marvel_getComicById;270;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;886;214;1100;1000;GPT-3.5
Marvel_getComicById;271;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;940;259;1199;1000;GPT-3.5
Marvel_getComicById;272;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1070;266;1336;500;GPT-3.5
Marvel_getComicById;273;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;1068;205;1273;10000;GPT-3.5
Marvel_getComicById;274;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;934;205;1139;1000;GPT-3.5
Marvel_getComicById;275;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;989;278;1267;500;GPT-3.5
Marvel_getComicById;276;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;858;246;1104;10000;GPT-3.5
Marvel_getComicById;277;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;860;270;1130;10000;GPT-3.5
Marvel_getComicById;278;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;862;338;1200;10000;GPT-3.5
Marvel_getComicById;279;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;1113;225;1338;10000;GPT-3.5
Marvel_getComicById;280;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;846;254;1100;1000;GPT-3.5
Marvel_getComicById;281;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;844;248;1092;1000;GPT-3.5
Marvel_getComicById;282;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;TP;FP;0.9;856;235;1091;10000;GPT-3.5
Marvel_getComicById;283;daikon.inv.binary.twoScalar.NumericInt$Divides;FP;TP;FP;0.9;856;261;1117;10000;GPT-3.5
Marvel_getComicById;284;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;846;294;1140;1000;GPT-3.5
Marvel_getComicById;285;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.4;848;275;1123;1000;GPT-3.5
Marvel_getComicById;286;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.9;848;245;1093;1000;GPT-3.5
Marvel_getComicById;287;daikon.inv.binary.twoScalar.IntNonEqual;FP;FP;TN;0.7;841;240;1081;1000;GPT-3.5
Marvel_getComicById;288;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;873;275;1148;1000;GPT-3.5
Marvel_getComicById;289;daikon.inv.binary.twoScalar.IntNonEqual;TP;TP;TP;0.95;777;215;992;10000;GPT-3.5
Marvel_getComicById;290;daikon.inv.unary.string.IsUrl;TP;TP;TP;0.95;887;278;1165;10000;GPT-3.5
Marvel_getComicById;291;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1066;292;1358;1000;GPT-3.5
Marvel_getComicById;292;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1022;288;1310;1000;GPT-3.5
Marvel_getComicById;293;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;1042;249;1291;10000;GPT-3.5
Marvel_getComicById;294;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1038;239;1277;10000;GPT-3.5
Marvel_getComicById;295;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;1062;225;1287;10000;GPT-3.5
Marvel_getComicById;296;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;973;283;1256;10000;GPT-3.5
Marvel_getComicById;297;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1076;330;1406;10000;GPT-3.5
Marvel_getComicById;298;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.95;997;287;1284;10000;GPT-3.5
Marvel_getComicById;299;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.95;1095;275;1370;10000;GPT-3.5
Marvel_getComicById;300;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.9;1145;264;1409;1000;GPT-3.5
Marvel_getComicById;301;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;838;242;1080;10000;GPT-3.5
Marvel_getComicById;302;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;801;269;1070;10000;GPT-3.5
Marvel_getComicById;303;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;788;230;1018;10000;GPT-3.5
Marvel_getComicById;304;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.9;814;313;1127;10000;GPT-3.5
Marvel_getComicById;305;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.9;1014;318;1332;10000;GPT-3.5
Marvel_getComicById;306;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1033;256;1289;10000;GPT-3.5
Marvel_getComicById;307;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1027;224;1251;10000;GPT-3.5
Marvel_getComicById;308;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;887;265;1152;10000;GPT-3.5
Marvel_getComicById;309;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;1095;232;1327;10000;GPT-3.5
Marvel_getComicById;310;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;1097;196;1293;10000;GPT-3.5
Marvel_getComicById;311;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;1.0;883;219;1102;10000;GPT-3.5
Marvel_getComicById;312;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.9;1091;250;1341;10000;GPT-3.5
Marvel_getComicById;313;daikon.inv.binary.twoScalar.IntLessEqual;FP;TP;FP;0.95;1142;217;1359;10000;GPT-3.5
Marvel_getComicById;314;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;840;268;1108;10000;GPT-3.5
Marvel_getComicById;315;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;FP;TN;0.9;838;258;1096;10000;GPT-3.5
Marvel_getComicById;316;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;1102;248;1350;10000;GPT-3.5
Marvel_getComicById;317;daikon.inv.binary.twoScalar.IntGreaterEqual;FP;TP;FP;0.9;863;240;1103;10000;GPT-3.5
Marvel_getComicById;318;daikon.inv.binary.twoScalar.IntNonEqual;TP;TP;TP;0.95;790;231;1021;10000;GPT-3.5
YouTube_listVideos;0;daikon.inv.binary.twoScalar.IntEqual;FP;FP;TN;0.9;792;251;1043;10000;GPT-3.5
YouTube_listVideos;1;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;789;311;1100;10000;GPT-3.5
YouTube_listVideos;2;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.95;771;228;999;10000;GPT-3.5
YouTube_listVideos;3;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;770;278;1048;10000;GPT-3.5
YouTube_listVideos;4;daikon.inv.binary.twoString.StringEqual;FP;TP;FP;0.9;934;242;1176;500;GPT-3.5
YouTube_listVideos;5;daikon.inv.binary.twoString.StringEqual;FP;TP;FP;0.95;956;247;1203;500;GPT-3.5
YouTube_listVideos;6;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.95;810;225;1035;10000;GPT-3.5
YouTube_listVideos;7;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.8;748;326;1074;10000;GPT-3.5
YouTube_listVideos;8;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.9;723;282;1005;10000;GPT-3.5
YouTube_listVideos;9;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.8;780;316;1096;10000;GPT-3.5
YouTube_listVideos;10;daikon.inv.binary.twoScalar.IntEqual;TP;FP;FN;0.9;778;243;1021;10000;GPT-3.5
YouTube_listVideos;11;daikon.inv.binary.twoScalar.IntEqual;TP;TP;TP;0.9;801;279;1080;10000;GPT-3.5
YouTube_listVideos;12;daikon.inv.binary.twoScalar.IntEqual;FP;TP;FP;0.9;810;234;1044;50;GPT-3.5
YouTube_listVideos;13;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;647;221;868;10000;GPT-3.5
YouTube_listVideos;14;daikon.inv.unary.string.OneOfString;TP;TP;TP;1.0;745;207;952;10000;GPT-3.5
YouTube_listVideos;15;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.95;683;237;920;10000;GPT-3.5
YouTube_listVideos;16;daikon.inv.unary.string.OneOfString;TP;TP;TP;1.0;753;231;984;10000;GPT-3.5
YouTube_listVideos;17;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;750;250;1000;10000;GPT-3.5
YouTube_listVideos;18;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;730;260;990;100;GPT-3.5
YouTube_listVideos;19;daikon.inv.unary.stringsequence.OneOfStringSequence;FP;TP;FP;0.9;1147;247;1394;50;GPT-3.5
YouTube_listVideos;20;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;683;232;915;10000;GPT-3.5
YouTube_listVideos;21;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.95;821;223;1044;10000;GPT-3.5
YouTube_listVideos;22;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;1.0;924;246;1170;10000;GPT-3.5
YouTube_listVideos;23;daikon.inv.unary.string.OneOfString;TP;FP;FN;1.0;697;242;939;10000;GPT-3.5
YouTube_listVideos;24;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.9;660;234;894;10000;GPT-3.5
YouTube_listVideos;25;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;682;230;912;10000;GPT-3.5
YouTube_listVideos;26;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.9;664;199;863;10000;GPT-3.5
YouTube_listVideos;27;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;690;268;958;10000;GPT-3.5
YouTube_listVideos;28;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;799;253;1052;10000;GPT-3.5
YouTube_listVideos;29;daikon.inv.unary.scalar.OneOfFloat;TP;TP;TP;0.9;752;236;988;10000;GPT-3.5
YouTube_listVideos;30;daikon.inv.unary.scalar.OneOfFloat;FP;TP;FP;0.9;768;251;1019;50;GPT-3.5
YouTube_listVideos;31;daikon.inv.unary.scalar.OneOfFloat;FP;TP;FP;0.9;770;232;1002;50;GPT-3.5
YouTube_listVideos;32;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;745;202;947;50;GPT-3.5
YouTube_listVideos;33;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;763;250;1013;50;GPT-3.5
YouTube_listVideos;34;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;779;220;999;10000;GPT-3.5
YouTube_listVideos;35;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;779;231;1010;10000;GPT-3.5
YouTube_listVideos;36;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;779;297;1076;10000;GPT-3.5
YouTube_listVideos;37;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;779;364;1143;10000;GPT-3.5
YouTube_listVideos;38;daikon.inv.unary.scalar.OneOfScalar;TP;FP;FN;0.9;782;226;1008;10000;GPT-3.5
YouTube_listVideos;39;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.95;784;263;1047;10000;GPT-3.5
YouTube_listVideos;40;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;779;317;1096;10000;GPT-3.5
YouTube_listVideos;41;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;779;240;1019;10000;GPT-3.5
YouTube_listVideos;42;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;779;235;1014;10000;GPT-3.5
YouTube_listVideos;43;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.95;779;258;1037;10000;GPT-3.5
YouTube_listVideos;44;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;734;262;996;10000;GPT-3.5
YouTube_listVideos;45;daikon.inv.unary.string.OneOfString;TP;TP;TP;0.9;762;238;1000;10000;GPT-3.5
YouTube_listVideos;46;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.95;718;229;947;100;GPT-3.5
YouTube_listVideos;47;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;757;275;1032;500;GPT-3.5
YouTube_listVideos;48;daikon.inv.unary.string.OneOfString;FP;TP;FP;0.9;757;246;1003;10000;GPT-3.5
YouTube_listVideos;49;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.9;667;216;883;10000;GPT-3.5
YouTube_listVideos;50;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.95;712;207;919;10000;GPT-3.5
YouTube_listVideos;51;daikon.inv.unary.scalar.OneOfScalar;TP;TP;TP;0.95;818;221;1039;10000;GPT-3.5
YouTube_listVideos;52;daikon.inv.unary.scalar.OneOfScalar;FP;TP;FP;0.9;793;288;1081;50;GPT-3.5
YouTube_listVideos;53;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.9;884;226;1110;10000;GPT-3.5
YouTube_listVideos;54;daikon.inv.unary.scalar.LowerBound;TP;TP;TP;0.95;897;254;1151;10000;GPT-3.5
YouTube_listVideos;55;daikon.inv.binary.sequenceString.MemberString;TP;TP;TP;0.95;1045;253;1298;10000;GPT-3.5
YouTube_listVideos;56;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;704;250;954;50;GPT-3.5
YouTube_listVideos;57;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;703;239;942;50;GPT-3.5
YouTube_listVideos;58;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;719;241;960;50;GPT-3.5
YouTube_listVideos;59;daikon.inv.binary.sequenceString.MemberString;FP;TP;FP;0.9;709;215;924;50;GPT-3.5
YouTube_listVideos;60;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;860;278;1138;1000;GPT-3.5
YouTube_listVideos;61;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;861;249;1110;1000;GPT-3.5
YouTube_listVideos;62;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;860;243;1103;100;GPT-3.5
YouTube_listVideos;63;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;860;386;1246;100;GPT-3.5
YouTube_listVideos;64;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;867;289;1156;100;GPT-3.5
YouTube_listVideos;65;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;876;308;1184;10000;GPT-3.5
YouTube_listVideos;66;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;860;315;1175;1000;GPT-3.5
YouTube_listVideos;67;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;859;249;1108;100;GPT-3.5
YouTube_listVideos;68;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;859;268;1127;100;GPT-3.5
YouTube_listVideos;69;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;859;301;1160;100;GPT-3.5
YouTube_listVideos;70;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;914;217;1131;10000;GPT-3.5
YouTube_listVideos;71;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;854;259;1113;10000;GPT-3.5
YouTube_listVideos;72;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;898;339;1237;10000;GPT-3.5
YouTube_listVideos;73;daikon.inv.binary.twoScalar.IntLessThan;TP;TP;TP;0.95;914;277;1191;10000;GPT-3.5
YouTube_listVideos;74;daikon.inv.binary.twoScalar.IntLessThan;TP;FP;FN;0.9;914;343;1257;10000;GPT-3.5
YouTube_listVideos;75;daikon.inv.binary.twoScalar.IntLessThan;TP;TP;TP;0.95;914;261;1175;10000;GPT-3.5
YouTube_listVideos;76;daikon.inv.binary.twoScalar.IntLessThan;TP;TP;TP;0.9;914;303;1217;10000;GPT-3.5
YouTube_listVideos;77;daikon.inv.binary.twoScalar.IntLessThan;TP;FP;FN;0.8;921;304;1225;10000;GPT-3.5
YouTube_listVideos;78;daikon.inv.binary.twoScalar.IntLessThan;TP;TP;TP;0.9;926;337;1263;10000;GPT-3.5
YouTube_listVideos;79;daikon.inv.binary.twoScalar.IntLessThan;TP;FP;FN;0.8;914;275;1189;10000;GPT-3.5
YouTube_listVideos;80;daikon.inv.binary.twoScalar.IntLessThan;TP;FP;FN;0.6;914;329;1243;10000;GPT-3.5
YouTube_listVideos;81;daikon.inv.binary.twoScalar.IntLessThan;TP;TP;TP;0.9;914;253;1167;10000;GPT-3.5
YouTube_listVideos;82;daikon.inv.binary.twoScalar.IntLessThan;TP;TP;TP;0.9;914;305;1219;10000;GPT-3.5
YouTube_listVideos;83;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;968;300;1268;100;GPT-3.5
YouTube_listVideos;84;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;973;311;1284;50;GPT-3.5
YouTube_listVideos;85;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;871;287;1158;100;GPT-3.5
YouTube_listVideos;86;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;871;227;1098;100;GPT-3.5
YouTube_listVideos;87;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;872;270;1142;100;GPT-3.5
YouTube_listVideos;88;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;871;223;1094;100;GPT-3.5
YouTube_listVideos;89;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;881;311;1192;10000;GPT-3.5
YouTube_listVideos;90;daikon.inv.binary.twoScalar.IntNonEqual;FP;TP;FP;0.95;886;228;1114;10000;GPT-3.5
YouTube_listVideos;91;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;871;67;938;100;GPT-3.5
YouTube_listVideos;92;daikon.inv.binary.twoScalar.IntGreaterThan;FP;FP;TN;0.9;871;288;1159;100;GPT-3.5
YouTube_listVideos;93;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;871;309;1180;100;GPT-3.5
YouTube_listVideos;94;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;871;268;1139;100;GPT-3.5
YouTube_listVideos;95;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.9;958;259;1217;10000;GPT-3.5
YouTube_listVideos;96;daikon.inv.binary.twoScalar.IntGreaterThan;FP;TP;FP;0.95;906;268;1174;10000;GPT-3.5
YouTube_listVideos;97;daikon.inv.binary.sequenceString.MemberString;FP;TP;FP;0.9;802;255;1057;10000;GPT-3.5
YouTube_listVideos;98;daikon.inv.binary.sequenceString.MemberString;TP;TP;TP;0.9;853;231;1084;100;GPT-3.5
YouTube_listVideos;99;daikon.inv.binary.sequenceString.MemberString;FP;FP;TN;0.9;817;268;1085;100;GPT-3.5
YouTube_listVideos;100;daikon.inv.binary.sequenceString.MemberString;FP;TP;FP;0.9;816;265;1081;100;GPT-3.5
YouTube_listVideos;101;daikon.inv.binary.sequenceString.MemberString;FP;TP;FP;0.9;808;267;1075;100;GPT-3.5
YouTube_listVideos;102;daikon.inv.binary.sequenceString.MemberString;FP;TP;FP;0.9;792;289;1081;100;GPT-3.5
